Name,City,Street_address,Salary,Application_date,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
Theresa Acosta MD,Fernandeztown,9478 Scott Plains Apt. 709,32563.25,2018-10-01,26,male,2,rent,moderate,,3577,9,car,good
Sara Molina,West Julie,35653 Baldwin Valleys,73660.33,2018-01-29,27,male,2,own,rich,,5804,24,car,good
Alexander Howell,Avilashire,71597 Tara Isle,70178.71,2018-02-10,28,male,2,own,little,,2169,18,business,bad
William Brooks,Lewisside,67116 Green Shoals Apt. 281,91360.07,2018-02-23,35,female,2,own,little,little,2439,24,radio/TV,bad
John Weaver,Taylorside,490 Amy Branch,77120.29,2018-04-13,32,male,1,own,rich,,4526,27,furniture/equipment,good
April Ellis,West Christophertown,953 Randy Lights Suite 191,73730.66,2018-09-27,25,male,1,rent,little,,2210,10,furniture/equipment,bad
Jessica Smith,Ericksonstad,4610 Edwin Centers,75251.28,2018-05-17,20,female,2,rent,quite rich,,2221,15,furniture/equipment,good
Jason Brown,West Michael,77931 Carr Meadows Apt. 180,77907.16,2018-10-28,27,female,2,own,little,little,2389,18,radio/TV,good
Nicholas Brown,Christopherfort,8504 Sheila Wall,35682.81,2018-06-20,42,male,2,own,little,,3331,12,furniture/equipment,good
Amy Esparza,Spencermouth,6780 Singh Dale Suite 055,93039.55,2018-10-11,37,male,2,own,,,7409,36,business,good
Steven Chavez,South Bobby,6586 Haynes Loop,92356.87,2018-08-09,24,female,2,rent,little,little,652,12,furniture/equipment,good
Amy Waller,Patelhaven,045 Davenport Falls,83080.17,2018-09-24,40,female,2,own,quite rich,,7678,36,furniture/equipment,good
Cody Montgomery,Lake Amy,982 Chad Flats Suite 701,77773.28,2018-09-25,46,male,2,own,little,rich,1343,6,car,good
Audrey Patel,Jesseland,08245 Rachel Islands Apt. 348,74701.91,2018-02-18,26,male,2,own,moderate,little,1382,24,business,good
Melanie Oconnell,Lake Stephanie,35783 Scott Mountains Suite 943,84196.04,2018-08-03,24,female,2,own,,,874,15,domestic appliances,good
Michelle Sullivan,Collinsfurt,865 Mitchell Dale Suite 854,30063.1,2018-05-07,29,male,1,own,little,little,3590,12,furniture/equipment,good
Michael Terry,Englishland,795 Pierce Prairie Suite 755,52419.0,2018-12-25,40,female,2,own,rich,moderate,1322,11,car,good
Ryan Guzman,North Travis,74875 Swanson Via Suite 612,25443.85,2018-02-24,36,male,3,free,little,little,1940,18,radio/TV,good
Tiffany Chung,Robertoshire,4687 Meyers Union,36374.71,2018-09-27,28,male,2,own,little,,3595,36,radio/TV,good
Wendy Mcmillan,Kylemouth,9872 Mitchell Lakes,74310.54,2018-11-05,27,male,3,free,little,little,1422,9,car,bad
Diane Gilbert,Lindsayview,3633 Brown Causeway Suite 523,55623.86,2018-05-07,36,male,2,own,,,6742,30,radio/TV,good
Jacob Johnson,Lorichester,68536 Jeffrey Knoll,95089.17,2018-09-15,38,male,3,own,little,,7814,24,car,good
Kevin Newman,Whitneyburgh,804 Williams Wells Suite 630,61785.86,2018-07-21,48,male,2,free,,,9277,24,car,good
Misty Miles,Port Alexisfurt,279 Curtis Plain,52192.81,2018-09-24,36,male,2,own,,moderate,2181,30,car,good
Kayla Bolton,Greenshire,693 Ronald Turnpike Apt. 517,64179.45,2018-01-15,65,female,0,own,little,,1098,18,radio/TV,good
Kristen Stevens,Lake Jamiestad,4294 Alexis Street Suite 039,66422.14,2018-04-02,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
Brian Perez,Port Juliechester,981 Ryan Manors Apt. 832,43482.11,2018-07-29,53,female,2,own,little,little,795,12,education,bad
Christopher Hernandez,Barbarabury,9433 Morgan Walk,31807.77,2018-01-16,34,male,2,own,,moderate,2825,24,business,good
Amy Williams,Lake Amandashire,50725 Dawn Points Apt. 487,64087.93,2018-06-25,23,male,2,own,little,moderate,15672,48,business,bad
Michael Villarreal,East Jessicamouth,0938 Lowery Spur Suite 715,99860.95,2018-05-30,34,male,3,own,little,,6614,36,car,good
Nicole Norman,Port Emily,77418 Martinez Stream Apt. 869,73458.7,2018-01-02,40,male,2,rent,,,7824,28,car,good
Dawn West,Cynthiaburgh,49118 Karen Curve,26079.76,2018-11-08,43,male,3,own,little,little,2442,27,business,good
Wayne Jackson,West Maria,53924 Fields Lodge,96749.04,2018-11-11,46,male,2,own,little,,1829,15,radio/TV,good
Claudia Parker,Cooperfort,19644 Karen Mountains,91061.28,2018-11-03,38,male,1,own,little,little,2171,12,car,good
Christy Gutierrez,Port Peter,52967 Chang Courts Apt. 542,75508.4,2018-05-04,34,male,2,own,little,moderate,5800,36,car,good
Robert Garcia,Adrianview,52782 Oliver Spring,84847.94,2018-05-09,29,male,2,own,,,1169,18,radio/TV,good
Kyle Guerrero,Judytown,384 Nichole Junction Apt. 217,64518.51,2018-09-17,31,male,3,own,,,8947,36,car,good
Jimmy Romero,East Leslieport,924 Smith Stream,72862.37,2018-01-03,28,female,3,rent,little,little,2606,21,radio/TV,good
Tim Richardson,Lauraville,669 Amber Shores,69293.4,2018-02-14,35,female,2,own,rich,,1592,12,furniture/equipment,good
Jerry Castillo,South Preston,68310 Donovan Groves,26152.38,2018-08-09,33,female,1,rent,,,2186,15,furniture/equipment,good
Becky Marshall,Kathrynside,541 Joshua Summit Apt. 917,54683.87,2018-11-15,42,male,2,own,little,little,4153,18,furniture/equipment,bad
Jonathan Wilson,North Nicole,678 Martinez Divide Apt. 274,99805.34,2018-05-12,43,male,2,rent,little,little,2625,16,car,bad
Thomas Weaver,West Juliefurt,888 Gutierrez Extension,97714.19,2018-02-03,44,male,2,own,,,3485,20,car,good
Mary Jones,North Mary,54816 Jon Tunnel,40716.09,2018-08-10,42,male,2,free,,,10477,36,car,good
Robert Dunlap,Herreraton,1933 Jessica Square,79001.76,2018-12-26,40,male,2,rent,,,1386,15,radio/TV,good
Ricardo Brown,South Elizabeth,955 Castro Mission Suite 932,66774.79,2018-12-24,36,male,3,own,little,,1278,24,radio/TV,good
April Bolton,Lake Benjaminfurt,599 Lawrence Port,35879.69,2018-06-17,20,male,3,rent,little,little,1107,12,radio/TV,good
Jesus Mcguire,Lindseyfort,8412 John Ports,94450.36,2018-12-25,24,male,1,own,,little,3763,21,car,good
Alexa Miranda,Bryanbury,99785 Melinda Center Apt. 342,35826.1,2018-08-16,27,male,2,own,,moderate,3711,36,education,good
Jason Mckenzie,Lorrainemouth,03986 Fisher Ways Apt. 360,77302.63,2018-04-14,46,female,1,own,little,,3594,15,car,good
David Walker,Davidburgh,5452 Johnson Mission,29631.33,2018-11-16,33,female,1,own,,moderate,3195,9,car,good
Robert Moore,South Timothy,3906 Anthony Mount,56942.52,2018-12-18,34,female,2,own,little,,4454,36,radio/TV,good
Paul Dickson,North Rebecca,52634 Rodriguez Walk,25829.34,2018-09-15,25,female,1,own,little,moderate,4736,24,furniture/equipment,bad
April Juarez,Christophermouth,093 William Drive,93988.49,2018-03-31,25,female,2,own,,moderate,2991,30,radio/TV,good
Laura Freeman,North Elizabeth,80935 Mendoza Rapids Apt. 376,45959.04,2018-02-20,28,male,2,own,rich,,2142,11,business,good
Stephanie Brown,Steinton,89971 Gordon Inlet,47801.18,2018-05-21,31,male,2,rent,little,little,3161,24,business,bad
Sheila Nelson,Charleschester,6462 Martin Mews,99912.81,2018-11-16,32,female,3,own,little,moderate,18424,48,vacation/others,bad
Vanessa Johnson,Port Shanemouth,215 Joshua Pass Apt. 116,30116.13,2018-09-20,32,male,2,own,moderate,,2848,10,car,good
Christopher Lee,Meganshire,63924 Snow Circle Apt. 530,47129.16,2018-08-05,68,male,3,own,little,little,14896,6,car,bad
Blake Peters,Torresborough,972 Jacob Cliff Apt. 607,47407.09,2018-08-31,33,male,2,own,moderate,little,2359,24,furniture/equipment,bad
Amanda Patton,Lake Donald,9270 Hannah Forge Apt. 043,75471.2,2018-08-27,39,male,3,rent,little,little,3345,24,furniture/equipment,bad
Robert Gordon,Thomasburgh,32936 Kelly Garden Suite 306,26914.12,2018-07-16,28,female,2,own,little,,1817,18,furniture/equipment,good
Brittany Brown,Lake Glennside,9189 Moore Keys,62082.92,2018-09-04,37,male,3,own,quite rich,,12749,48,radio/TV,good
Deborah Bell,Kennedyville,32567 Desiree Via Suite 961,62828.0,2018-10-23,22,female,2,rent,little,little,1366,9,radio/TV,bad
Lori Martinez,East Alan,691 Lindsay Locks Suite 293,79059.37,2018-12-05,30,male,2,rent,little,moderate,2002,12,car,good
Mrs. Kristina Lewis,Williamsshire,01845 Craig Road,52721.69,2018-07-30,55,male,2,own,little,little,6872,24,furniture/equipment,bad
Jessica Taylor,East Matthewstad,146 Norman Oval Suite 474,35428.36,2018-05-27,46,male,2,own,little,little,697,12,car,bad
Frank Fox,Davidmouth,67727 Smith Lane,44032.37,2018-04-02,21,female,2,rent,little,little,1049,18,furniture/equipment,good
Jason Vaughn,Port John,9658 Diane Skyway,59619.23,2018-03-25,39,male,2,free,little,little,10297,48,car,bad
Brandon Owens,Mathewsland,7873 Michael Roads Apt. 203,60543.92,2018-06-09,58,male,2,own,,,1867,30,radio/TV,good
Crystal Rodriguez,Kelseyberg,133 Nicole Key Suite 541,92780.68,2018-05-12,43,male,1,own,little,little,1344,12,car,good
Michael Morris,Meganmouth,8663 Justin Path Suite 348,25244.17,2018-04-17,24,male,1,own,little,little,1747,24,furniture/equipment,good
Kelly Payne,Bryanstad,0994 Sandoval Mall Suite 672,77702.41,2018-06-25,22,female,2,own,little,moderate,1670,9,radio/TV,bad
Robert York,New Phillip,253 Weeks Walks,80369.16,2018-09-24,30,male,2,own,little,,1224,9,car,good
Patrick Howe,West Tammy,003 Paul Squares Apt. 943,90655.22,2018-07-23,42,male,2,own,quite rich,,522,12,radio/TV,good
Joshua Turner,Jamesborough,9479 Robbins Vista Suite 328,74475.14,2018-08-27,23,female,2,own,little,little,1498,12,radio/TV,good
Kenneth Holmes,Ariasberg,0083 Gary Court Suite 711,32413.69,2018-01-31,30,male,3,own,moderate,moderate,1919,30,radio/TV,bad
Scott Mann,Smithland,46323 Christina Extensions,49442.51,2018-06-12,28,female,1,own,little,rich,745,9,radio/TV,bad
Christopher King,Lake Darlenebury,8732 John Lane,65322.24,2018-09-17,30,male,3,rent,little,moderate,2063,6,radio/TV,good
Ann Brown,East Kylehaven,7507 Allen Islands,94585.83,2018-12-21,42,male,2,free,little,moderate,6288,60,education,bad
Ashley Warren,Port Theresafort,6260 Reyes Skyway,86477.84,2018-08-30,46,male,3,own,,,6842,24,car,good
Gordon Herrera,West Cynthiastad,28235 David Meadow,93088.77,2018-01-20,45,male,3,own,,,3527,12,car,good
John Swanson Jr.,Jessicachester,24609 Lindsay Radial,25280.77,2018-09-22,31,male,1,own,little,,1546,10,car,good
Michelle Underwood,Allenmouth,850 Mercedes Stravenue Apt. 009,85284.73,2018-09-12,31,male,2,own,,,929,24,furniture/equipment,good
Jacqueline Martinez,Davidton,86860 Mccormick Ports Apt. 097,65431.79,2018-09-23,42,male,1,own,little,,1455,4,car,good
Elizabeth Klein,Paulafurt,491 Kelly Ridges Suite 169,33977.58,2018-08-10,46,female,2,rent,little,little,1845,15,furniture/equipment,good
Jane Moore,West Rhondaton,17736 Mayer Tunnel,33233.45,2018-03-11,30,female,2,own,quite rich,moderate,8358,48,car,good
Sean Huerta,West Elizabethville,50255 Erica Freeway Apt. 615,48381.26,2018-11-26,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad
Tanya Bishop,Solisberg,615 Jeffrey Locks,94620.29,2018-08-11,38,male,3,own,,,2859,12,car,good
Gina Guzman,Port Lisafurt,1010 Carlos Trail,94431.81,2018-04-19,43,male,1,own,little,,1533,18,furniture/equipment,bad
Gina Griffin,West Jason,400 Kristen Lake Apt. 239,27254.95,2018-10-02,31,male,2,own,moderate,,3621,24,radio/TV,bad
Michael Singleton,Emilychester,83939 Smith Forest,58841.59,2018-07-23,40,male,0,own,little,moderate,3590,18,business,good
Chloe Barnett,Lake Jeffreyfort,45614 Christopher Keys,58288.74,2018-04-05,24,male,2,own,little,little,2145,36,business,bad
Michael Harris MD,South Dominique,38163 Garcia Lake Suite 656,64082.1,2018-12-13,28,female,2,rent,quite rich,moderate,4113,24,car,bad
Stephen Cox,Melissaton,906 Hannah Flat Suite 866,25823.19,2018-07-24,26,female,3,own,little,,10974,36,furniture/equipment,bad
Todd Bauer,New Johnview,1367 Welch Glen,27283.31,2018-11-28,29,female,2,own,little,little,1893,12,car,good
Mary Kemp,Kristenbury,325 Elizabeth Skyway,37455.78,2018-02-04,57,female,3,rent,rich,little,1231,24,radio/TV,good
William Jacobs,New Tinafort,541 Schmitt Circle,40216.82,2018-05-24,49,male,1,own,,rich,3656,30,radio/TV,good
Christian Coleman,Port Ernestborough,182 Hamilton Knoll Suite 558,57615.43,2018-10-07,37,male,1,own,little,moderate,1154,9,radio/TV,good
Leslie Le,Brownborough,53229 Owens Lodge Suite 029,85522.17,2018-11-27,45,male,1,own,little,little,4006,28,car,bad
Jennifer Leonard,North Chase,768 Alicia Expressway,33701.98,2018-06-23,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good
Tony Chavez,Thomasland,70914 Adams Rapid,75122.99,2018-08-12,30,male,2,rent,little,,1740,6,radio/TV,good
Mr. Christopher Day,Danatown,85918 Stephanie Rest Suite 110,98769.64,2018-11-18,47,male,2,own,little,moderate,2353,21,car,good
Mario Roberson,New Jon,47398 Jimmy Points Suite 196,43992.43,2018-06-26,29,male,2,own,,,3556,15,car,good
Steven Watkins,East Philipchester,05541 Simpson Key,77428.87,2018-07-10,35,male,2,own,quite rich,,2397,24,radio/TV,bad
Karen Luna,Hartton,709 Corey Garden,66954.88,2018-01-14,22,male,1,own,little,moderate,454,6,repairs,good
Beverly Smith,Perezburgh,4626 Clark Estates,45053.6,2018-02-25,26,female,2,own,,moderate,1715,30,radio/TV,good
Victoria Williams,East Maureen,1436 Vaughn Point Suite 381,65996.02,2018-11-10,23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad
Monique Murillo,Stephenfort,0388 Mccall Isle,65815.08,2018-04-05,54,female,3,rent,little,,3568,15,radio/TV,good
Claudia Reynolds MD,Frederickmouth,3656 Jeffrey Fork Suite 080,59383.73,2018-01-23,29,male,2,rent,,,7166,42,radio/TV,good
Antonio Sparks,New Pamela,619 Long Glen Suite 316,60694.9,2018-03-11,40,male,1,own,little,little,3939,11,car,good
Tina Sanders,Mclaughlinberg,1747 Burgess Loaf,78620.04,2018-01-29,22,male,2,own,moderate,moderate,1514,15,repairs,good
Eric Dixon,Fowlermouth,952 Jennifer Spurs Apt. 500,74368.33,2018-04-03,43,male,1,own,little,,7393,24,car,good
Gregory Griffin,South Jesse,188 Lang Tunnel Apt. 514,90039.58,2018-06-09,29,female,0,rent,little,little,1193,24,car,bad
Daniel Collins,Bryanmouth,156 Leslie Freeway,49502.44,2018-10-20,36,male,2,rent,little,little,7297,60,business,bad
Charles Jones,Christopherberg,1485 Joshua Forest,90373.17,2018-07-27,33,female,2,own,little,,2831,30,radio/TV,good
Brandon Velez,Ronniemouth,256 Bryant Summit,98458.77,2018-12-21,57,female,1,own,quite rich,rich,1258,24,radio/TV,good
Cassandra Key,Goodwinshire,4559 Brian Cliffs Suite 754,26127.2,2018-11-28,64,female,2,own,little,moderate,753,6,radio/TV,good
Denise Black,West Philip,08884 Wade Circles Apt. 030,85506.51,2018-07-26,42,male,2,own,,moderate,2427,18,business,good
Jeffrey Torres,West Jennifer,91906 Priscilla Well,91952.39,2018-02-19,47,male,1,own,little,,2538,24,car,bad
Jessica Ross,Lake Amber,8016 Brent Field Suite 138,74962.32,2018-12-02,25,male,2,rent,moderate,moderate,1264,15,car,bad
Victoria Odom,Russellstad,3479 Carpenter Villages Suite 417,72008.75,2018-08-21,49,male,2,own,little,moderate,8386,30,furniture/equipment,bad
Joseph Hendricks,Marymouth,8834 Yang Pines Suite 982,52049.59,2018-03-12,33,male,3,rent,little,,4844,48,business,bad
Joseph Cannon,Andreaside,18221 Barnett Mount,83656.19,2018-11-06,28,female,3,own,moderate,rich,2923,21,car,good
Martha Hartman,Valentinetown,60664 Tracey Fords Apt. 807,46867.54,2018-06-30,26,male,2,own,little,little,8229,36,car,bad
Paige Walker,West Stanleyville,008 Patricia Stream,25035.21,2018-01-04,30,male,1,own,little,,2028,24,furniture/equipment,good
April Garcia,Port Daniel,9399 Valdez Heights Apt. 306,94024.14,2018-07-27,25,female,2,rent,little,little,1433,15,furniture/equipment,good
Martin Miller,Stokesberg,847 Nicole Fields,34031.27,2018-09-18,33,male,2,own,little,rich,6289,42,business,good
Marie Williams,East Christopherberg,2689 Melinda Valleys Apt. 002,45637.56,2018-12-29,64,female,2,own,moderate,,1409,13,radio/TV,good
Samantha Ashley,Andreatown,833 Mcclain Lights Apt. 234,46557.36,2018-01-13,29,male,3,free,little,little,6579,24,car,good
Sara Jenkins,Wilsontown,2942 Theresa Isle Apt. 797,33906.81,2018-01-18,48,male,1,own,little,moderate,1743,24,radio/TV,good
Jeffrey Bright,Sharonmouth,77006 Hughes Stravenue,47513.42,2018-12-04,37,male,1,own,,,3565,12,education,good
Christopher Parker,Rachelberg,548 James Bridge Apt. 790,73050.19,2018-04-02,34,male,1,own,moderate,,1569,15,radio/TV,good
Ronald Hubbard,New Stephanie,19687 Sean Meadows Suite 990,60755.88,2018-04-22,23,male,1,rent,,little,1936,18,radio/TV,good
Justin Baldwin,Valerieberg,4753 Misty Burg,26818.84,2018-08-11,30,male,3,own,little,little,3959,36,furniture/equipment,good
Jeffery Glass,West Christopherburgh,3853 Wright Coves,43105.65,2018-03-04,50,male,2,own,,,2390,12,car,good
Stephanie Sexton,Erinhaven,5320 Catherine Trace Suite 969,40242.92,2018-07-10,31,female,1,own,little,,1736,12,furniture/equipment,good
Thomas Berg,Port Joseph,01184 Smith Path,76822.32,2018-11-02,40,male,3,own,little,little,3857,30,car,good
Julie Simmons,Lake Wendy,62341 Jacobs Crossroad,98818.22,2018-05-31,38,male,2,own,little,,804,12,radio/TV,good
Erin Smith,Robertsville,95670 Todd Prairie,29770.99,2018-03-22,23,male,2,free,little,little,1845,45,radio/TV,bad
Jeremy Thompson,Laurenport,74759 Michael Isle Apt. 731,41319.38,2018-11-24,27,male,2,own,moderate,moderate,4576,45,car,good
